source_file,english_like_text_not_matched_by_fa_i18n
index.html,"Website design & implementation, WordPress builds, visual assets, and SEO-ready structure."
index.html,Engagement:
index.html,"Part-time, project-based (secondary role) since 2020."
index.html,Selected website projects
index.html,Kavian (Kavico) | PVD Coating & Services Website
index.html,"Bilingual marketing site • Services, shop, resources, and interactive comparisons"
index.html,"A full Persian/English website for an industrial + decorative PVD coating brand, with clear service navigation, inquiry CTAs, before/after slider sections, and a quick coating-comparison widget for faster customer decisions."
index.html,Bilingual UX:
index.html,Persian/English toggle for broader reach
index.html,Service IA:
index.html,"Dedicated routes for PVD (industrial / decorative), nickel-chrome plating, polishing, and specialized PVD for faucets & hardware"
index.html,"Articles, portfolio (samples), FAQ, workflow, QC, and coating selection guide"
index.html,Before/after slider sections + quick coating comparison block
index.html,Conversion focus:
index.html,Clear CTAs (price inquiry / contact) and fast navigation paths
index.html,KIA Coating | Product Catalog (Gatria)
index.html,Catalog website • Product listing and quick browsing
index.html,"A lightweight, shareable catalog page focused on product browsing. Built for clarity and speed, so non-technical stakeholders can review offerings easily."
index.html,Mind Islands | Book companion site
index.html,Book + app demo • Live demo + repo
index.html,Companion site for the “Mind Islands” book project (landing + app demo). Includes the PWA demo link and source repository.
index.html,TOEFL Academic | Offline-ready lessons (PWA)
index.html,Web app • Lessons + dictionary + offline mode
index.html,"A browser-based TOEFL study tool with lesson pages, dictionary, and offline support (PWA-style). Built to stay usable even with spotty internet."
index.html,Lesson pages with quick navigation + search
index.html,Built-in dictionary and word pages for practice
index.html,Offline mode (PWA/service worker) so the app keeps working without stable internet
index.html,Settings page to control reading experience
index.html,Data Analysis with Python
index.html,Tehran Institute of Technology • 2024
index.html,COMPLETED • GRADE: A+ (92%)
index.html,"Practical, end-to-end data analysis in Python (data wrangling → EDA → statistics → visualization → reporting)."
index.html,"Work with real-world datasets (cleaning, reshaping, missing values, quality checks)"
index.html,Build reproducible notebooks and analysis pipelines for research and applied projects
index.html,Communicate findings through clear plots and concise summary tables
index.html,"Collect, structure, and validate datasets for analysis"
index.html,"Perform exploratory analysis to identify patterns, outliers, and data quality issues"
index.html,Apply core statistical reasoning and hypothesis tests for inference
index.html,Design effective visualizations for communicating results
index.html,Data Manipulation & Analysis
index.html,Matrix Construction:
index.html,Building various types of data matrices and hyper-matrices
index.html,Performing diverse analyses on matrices and data structures
index.html,Systematic investigation of datasets to discover patterns and anomalies
index.html,Feature Engineering:
index.html,Extracting hidden features in data and preparing them for intelligent algorithms
index.html,Pattern Recognition:
index.html,Discovering patterns embedded in data and relationships between them
index.html,Statistical Analysis & Visualization
index.html,Multi-dimensional Visualization:
index.html,Data visualization from different perspectives with various dimensions
index.html,Statistical Distributions:
index.html,Understanding different data distributions and their applications in data analysis
index.html,Hypothesis Testing:
index.html,Performing various statistical tests to infer causes of phenomena
index.html,Statistical Inference:
index.html,Drawing conclusions from data using rigorous statistical methods
index.html,Data Preprocessing & Preparation
index.html,Detecting erroneous data and correcting them
index.html,Various types of data partitioning and organization
index.html,Format Correction:
index.html,Standardizing data formats for consistency
index.html,Model Preparation:
index.html,Preparing data for training by intelligent models
index.html,Course Curriculum
index.html,Module 1: Artificial Intelligence Fundamentals
index.html,Introduction to artificial intelligence and macro concepts
index.html,Overview of AI landscape and applications
index.html,Understanding the role of data in AI systems
index.html,Relationship between data analysis and machine learning
index.html,Module 2: Environment Setup
index.html,Installing and preparing necessary environments for artificial intelligence
index.html,Python installation and configuration
index.html,Jupyter Notebook setup
index.html,"Essential libraries installation (NumPy, pandas, matplotlib, seaborn, scikit-learn)"
index.html,Module 3: Linear Algebra Foundations
index.html,Review of linear algebra concepts essential for data analysis
index.html,Vectors and matrices
index.html,Matrix operations and transformations
index.html,Eigenvalues and eigenvectors
index.html,Applications in data analysis
index.html,Module 4: Data Preprocessing Packages
index.html,Training and working with various preprocessing and data analysis packages
index.html,NumPy:
index.html,Numerical computing and array operations
index.html,pandas:
index.html,Data manipulation and analysis
index.html,"Handling missing values, outliers, duplicates"
index.html,"Normalization, standardization, encoding"
index.html,Module 5: Exploratory Data Analysis (EDA)
index.html,Comprehensive exploratory data analysis techniques
index.html,Descriptive statistics and summary measures
index.html,Distribution analysis
index.html,Correlation and relationship identification
index.html,Outlier detection and treatment
index.html,Data quality assessment
index.html,Module 6: Data Visualization
index.html,Training and working with various data visualization packages
index.html,matplotlib:
index.html,Foundational plotting library
index.html,seaborn:
index.html,Statistical data visualization
index.html,Creating informative and aesthetically pleasing visualizations
index.html,Multi-dimensional data representation
index.html,Interactive visualizations
index.html,Technical Stack
index.html,Python 3.x
index.html,seaborn
index.html,scikit-learn
index.html,Jupyter Notebook
index.html,Machine Learning Basics
index.html,Final Grade
index.html,Achievement Level
index.html,Top Performance
index.html,Demonstrated exceptional proficiency in data analysis techniques and Python programming
index.html,Successfully completed multiple real-world data analysis projects demonstrating mastery of course concepts
index.html,Key Learning Outcomes
index.html,"By the end of this course, I developed the ability to:"
index.html,Collect and organize data:
index.html,Gather data from various real-world sources and structure it appropriately
index.html,Perform comprehensive EDA:
index.html,Systematically explore datasets to understand their characteristics and quality
index.html,Apply statistical methods:
index.html,Use appropriate statistical tests and techniques to draw meaningful conclusions
index.html,Create effective visualizations:
index.html,"Design clear, informative visualizations that communicate insights effectively"
index.html,Prepare data for modeling:
index.html,"Clean, transform, and engineer features suitable for machine learning applications"
index.html,Identify patterns:
index.html,Discover hidden patterns and relationships within complex datasets
index.html,Work with industry-standard tools:
index.html,Proficiently use Python's data science ecosystem
index.html,Relevance to Research
index.html,This course provided essential practical skills for computational neuroscience research:
index.html,Techniques learned are directly applicable to neuroimaging data preprocessing and analysis
index.html,Skills in data cleaning and organization essential for experimental psychology research
index.html,Statistical Rigor:
index.html,Strong foundation in statistical testing critical for publication-quality research
index.html,"Jupyter Notebook workflows support transparent, reproducible analysis pipelines"
index.html,Model Development:
index.html,Data preparation skills essential for computational modeling in cognitive neuroscience
index.html,Python automation capabilities help streamline research workflows
index.html,The A+ grade (92%) demonstrates not only theoretical understanding but practical mastery of data analysis techniques—a critical competency for modern neuroscience research that increasingly relies on computational approaches and large-scale data analysis.
index.html,Practical Applications in My Research
index.html,Skills from this course have been directly applied in my research projects:
index.html,Used pandas for EEG data management and organization
index.html,Applied NumPy for signal processing and entropy calculations
index.html,Created comprehensive visualizations with matplotlib and seaborn
index.html,Performed statistical analyses to test hypotheses
index.html,Designed data collection and preprocessing pipelines
index.html,Planned statistical analysis workflows
index.html,Prepared for hierarchical Bayesian modeling implementation
index.html,Developed visualization strategies for results presentation
index.html,Tehran Institute of Technology
index.html,Final Grade:
index.html,Year:
index.html,"This certification validates comprehensive knowledge and practical skills in Python-based data analysis, statistical methods, and data visualization—core competencies for computational research in neuroscience and psychology."
index.html,Behavior Design in Business & Neuromarketing
index.html,National Brain Mapping Lab (NBML) • October 2023 • 37 Hours
index.html,"Applying behavioral economics and neuromarketing concepts to marketing, product, and organizational decision-making."
index.html,Provider:
index.html,"National Brain Mapping Lab (NBML), Tehran"
index.html,Hybrid (online + in-person) • 37 hours • Oct 2023
index.html,"cognitive biases, dual-process models, choice architecture, real-world case discussion"
index.html,Course Structure: 8 Comprehensive Sessions
index.html,"The program consisted of eight intensive sessions taught by leading experts in behavioral economics, neuromarketing, and business strategy:"
index.html,Session 1: Introduction to Behavioral Economics
index.html,"Sunday, October 7, 2023 • 3:00-8:00 PM (5 hours)"
index.html,Introduction to behavioral economics and its applications
index.html,Understanding decision-making processes and thinking systems
index.html,Cognitive biases and systematic errors in judgment
index.html,Dual-process theory: System 1 vs. System 2 thinking
index.html,Applications in business and consumer behavior
index.html,"Founder of Bias Team and Chief Marketing Strategy Officer, Entekhab Electronic Industrial Group"
index.html,Session 2: Foundations of Neuromarketing
index.html,"Tuesday, October 9, 2023 • 4:00-8:00 PM (4 hours)"
index.html,Fundamentals and introduction to neuromarketing tools
index.html,Cognitive neuroscience in neuromarketing applications
index.html,"EEG, fMRI, and eye-tracking in consumer research"
index.html,Measuring emotional and cognitive responses to marketing stimuli
index.html,Limitations and ethical considerations
index.html,"Dr. Mohammadreza Abolghasemi Dehaqani, Faculty Member, Department of Electrical and Computer Engineering, University of Tehran"
index.html,Session 3: Behavior Design Techniques in Marketing
index.html,"Thursday, October 11, 2023 • 3:00-8:00 PM (5 hours)"
index.html,Application of behavioral design techniques in marketing
index.html,Behavioral science and marketing strategy
index.html,Nudging and choice architecture
index.html,"Framing effects, anchoring, and priming in advertising"
index.html,Case studies of successful behavioral interventions
index.html,"Amir Mohammad Tehmtan, MSc Economics, Sharif University of Technology; Admitted to Harvard University; Founder of Bias Team"
index.html,Session 4: Behavioral Finance
index.html,"Sunday, October 14, 2023 • 3:00-8:00 PM (5 hours)"
index.html,Behavioral finance principles and applications
index.html,Decision-making in financial markets
index.html,Cognitive biases in financial decision-making
index.html,Prospect theory and loss aversion
index.html,"Herd behavior, overconfidence, and mental accounting"
index.html,Implications for investment strategy and portfolio management
index.html,"Dr. Saeed Eslami Bidgoli, PhD Financial Management, Shahid Beheshti University; CFA Level III; Secretary General, Iranian Investment Institutions Association"
index.html,Session 5: Neurobranding
index.html,"Tuesday, October 16, 2023 • 4:00-8:00 PM (4 hours)"
index.html,Neurobranding: applying neuroscience to brand strategy
index.html,Neurological foundations of brand perception and loyalty
index.html,Measuring brand associations using neuroimaging
index.html,Applications of neuromarketing in business
index.html,Building emotional connections with brands
index.html,Case studies from international brands
index.html,"Dr. Omid Asgari, PhD Neurobranding, NOVA SBE (Portugal); Founder & CEO, DCG LAB"
index.html,Session 6: Neurocognitive Analysis of Advertising Content
index.html,"Wednesday, October 17, 2023 • 3:00-7:00 PM (4 hours)"
index.html,Part A: Neurocognitive Content Analysis
index.html,"Albert Heidarian, Director of NeuroLab Studio, Sarzamin Afarinesh Yekta Honar"
index.html,Part B: Behavioral Data Analytics
index.html,What is behavioral analysis and how can businesses use behavioral data?
index.html,Data-driven marketing strategies
index.html,Customer journey mapping using behavioral data
index.html,A/B testing and conversion optimization
index.html,Predictive analytics for consumer behavior
index.html,"Hirmand Lashkari, Data & Digital Marketing Consultant with 12+ years experience at leading e-commerce platforms (Digikala, Khanomi, Alovpick) and international startups in the USA"
index.html,Session 7: Cognitive & Behavioral Sciences in Strategic Leadership
index.html,"Thursday, October 18, 2023 • 3:00-8:00 PM (5 hours)"
index.html,Applications of cognitive and behavioral sciences in strategic leadership
index.html,Decision-making biases in organizational contexts
index.html,Leading organizational change through behavioral insights
index.html,Building high-performance teams
index.html,Strategic thinking and innovation
index.html,"Kaveh Yazdifar, Business Innovation Designer and Founder of Emkan School"
index.html,Session 8: Behavioral Science & Experience Design
index.html,"Sunday, October 21, 2023 • 3:00-8:00 PM (5 hours)"
index.html,Behavioral science and experience design
index.html,Introduction to design thinking with behavioral science perspective
index.html,Organizational design: from product/service to experience
index.html,User-centered design informed by behavioral insights
index.html,Measuring and optimizing user experience
index.html,"Samira Toofani Asl, Chief Experience Design Officer, Entekhab Electronic Industrial Group; International Design Thinking Instructor"
index.html,Students & Graduates
index.html,"Students and graduates in cognitive science, management, economics, and related fields"
index.html,Healthcare Professionals
index.html,Managers of cognitive clinics and rehabilitation centers
index.html,Marketing Professionals
index.html,Marketing managers in organizations and businesses
index.html,Business Leaders
index.html,Managers of businesses and startups
index.html,Program Topics Summary
index.html,Behavioral Economics
index.html,Neuromarketing
index.html,Behavioral Finance
index.html,Consumer Neuroscience
index.html,Cognitive Biases
index.html,Neurobranding
index.html,Behavioral Data Analytics
index.html,Organizational Behavior
index.html,Marketing Strategy
index.html,The program featured leading experts from academia and industry:
index.html,Dr. Mohammadreza Abolghasemi Dehaqani
index.html,"- University of Tehran, Electrical & Computer Engineering"
index.html,Dr. Saeed Eslami Bidgoli
index.html,"- Shahid Beheshti University, CFA Level III"
index.html,Dr. Omid Asgari
index.html,"- PhD Neurobranding, NOVA SBE (Portugal), Founder & CEO of DCG LAB"
index.html,Amir Mohammad Tehmtan
index.html,"- MSc Economics, Sharif University; Admitted to Harvard; Founder of Bias Team"
index.html,Samira Toofani Asl
index.html,"- Chief Experience Design Officer, International Design Thinking Instructor"
index.html,Kaveh Yazdifar
index.html,"- Business Innovation Designer, Founder of Emkan School"
index.html,Albert Heidarian
index.html,- Director of NeuroLab Studio
index.html,Hirmand Lashkari
index.html,"- Data & Digital Marketing Consultant, 12+ years experience"
index.html,Core Competencies
index.html,Behavioral Economics Fundamentals:
index.html,"Understanding cognitive biases, heuristics, and their impact on decision-making"
index.html,Neuromarketing Techniques:
index.html,Familiarity with neuroimaging and psychophysiological tools for consumer research
index.html,Marketing Strategy:
index.html,Applying behavioral insights to design effective marketing campaigns
index.html,Understanding behavioral biases in investment and financial planning
index.html,Creating user experiences informed by behavioral science
index.html,Using behavioral data to optimize business outcomes
index.html,Applying cognitive science to organizational management and change
index.html,Brand Strategy:
index.html,Building brands using neurobranding principles
index.html,Certificate of Completion:
index.html,National Brain Mapping Lab (NBML)
index.html,37 hours
index.html,October 2023
index.html,"This certificate validates comprehensive knowledge in behavioral economics, neuromarketing, and the application of neuroscience and behavioral science principles to business strategy and consumer behavior."
index.html,Relevance to Research & Career
index.html,Understanding neural mechanisms underlying economic and consumer choices
index.html,Neuroeconomics:
index.html,"Integrating neuroscience, economics, and psychology to study decision-making"
index.html,Computational Modeling:
index.html,Applying reinforcement learning models to consumer behavior
index.html,Translating basic neuroscience findings to real-world applications
index.html,Interdisciplinary Approach:
index.html,Bridging cognitive neuroscience with business and marketing
index.html,Professional Skills Development:
index.html,Enhanced understanding of how neuroscience informs practical applications
index.html,Ability to communicate research findings to non-academic audiences
index.html,Experience with industry applications of cognitive science
index.html,Network connections with professionals in applied neuroscience
index.html,Total Duration:
index.html,8 comprehensive modules
index.html,Hybrid (Online & In-person)
index.html,Dates:
index.html,"October 7-21, 2023"
index.html,Learning Outcomes
index.html,8+ distinguished instructors
index.html,12+ major subject areas
index.html,Disciplines:
index.html,"Neuroscience, Economics, Psychology, Marketing, Design"
index.html,Institutional Context
index.html,Venue:
index.html,National Brain Mapping Lab
index.html,Support:
index.html,Cognitive Sciences and Technologies Development Headquarters
index.html,Personal Impact & Significance
index.html,Professional relevance:
index.html,"Consolidated practical understanding of cognitive biases, persuasion frameworks, and evaluation of behavioral interventions in business settings. Strengthened my ability to translate research concepts into applied decision-making and communicate insights clearly to non-technical stakeholders."
index.html,Advanced Genetic Engineering Course
index.html,"National School of Biotechnology, Iran • January 2025"
index.html,"is one of the elite programs of the National School of Biotechnology, Iran. This advanced-level virtual course aims to introduce important techniques in genetic engineering and molecular biology."
index.html,Train researchers to enter the field of biotechnology
index.html,Enable production of technological products in genetic engineering
index.html,Familiarize participants with the latest biotechnology technologies used in Iran's biotech industry
index.html,6-hour advanced virtual training course
index.html,Course Curriculum & Topics
index.html,Core Molecular Biology Techniques
index.html,1. Primer Design
index.html,Principles of primer design for genetic engineering applications
index.html,Design considerations for PCR and RT-PCR
index.html,Specificity and efficiency optimization
index.html,2. RNA Extraction
index.html,RNA extraction techniques and protocols
index.html,Sample preparation and handling
index.html,RNase-free technique and contamination prevention
index.html,3. Agarose Gel Electrophoresis
index.html,Gel preparation and running procedures
index.html,Nucleic acid visualization techniques
index.html,Band analysis and interpretation
index.html,Quality assessment of PCR products
index.html,4. PCR (Polymerase Chain Reaction)
index.html,PCR theory and principles
index.html,Reaction setup and optimization
index.html,Temperature cycling protocols
index.html,Applications in genetic engineering
index.html,5. Real-Time PCR (RT-PCR)
index.html,Quantitative real-time PCR methodology
index.html,Gene expression analysis
index.html,Data analysis and interpretation
index.html,Normalization strategies and reference genes
index.html,6. Troubleshooting
index.html,Common problems in molecular biology experiments
index.html,Diagnostic approaches for failed reactions
index.html,Optimization strategies
index.html,Quality control best practices
index.html,Program Features
index.html,Advanced Level
index.html,Specialized training designed for researchers entering biotechnology field
index.html,Virtual Format
index.html,6-hour online intensive course with comprehensive coverage
index.html,Industry Focus
index.html,Latest biotechnology technologies used in Iran's biotech industry
index.html,"The National School of Biotechnology, Iran is a premier institution offering elite training programs in biotechnology and genetic engineering. This advanced course replaced 10 specialized workshops, providing participants with comprehensive exposure to advanced biotechnology techniques."
index.html,Participants can only attend one specialized course at a time. Those interested in other courses must register separately for different dates.
index.html,Primer Design
index.html,RNA Extraction
index.html,Gel Electrophoresis
index.html,Real-Time PCR
index.html,Molecular Biology
index.html,Gene Expression Analysis
index.html,Troubleshooting
index.html,Quality Control
index.html,Relevance to Neuroscience Research
index.html,Applications in Cognitive Neuroscience:
index.html,Gene Expression Studies:
index.html,RT-PCR techniques essential for analyzing neuron-specific and brain-region-specific gene expression
index.html,Molecular Mechanisms:
index.html,"Understanding genetic basis of cognitive functions, learning, memory, and neuroplasticity"
index.html,Investigating genetic factors in psychiatric and neurological disorders
index.html,Bridging molecular findings to behavioral and cognitive neuroscience
index.html,Methodological Integration:
index.html,Combining molecular biology techniques with behavioral and neuroimaging approaches
index.html,"National School of Biotechnology, Iran"
index.html,January 2025
index.html,6 hours intensive virtual training
index.html,"This certification validates advanced knowledge and practical understanding of essential genetic engineering and molecular biology techniques, complementing my neuroscience research profile with crucial molecular biology competencies."
index.html,Integration with Research Profile
index.html,Summer School: Journey to the World of the Brain
index.html,National Brain Mapping Lab (NBML) • Summer 2023 • 60 Hours
index.html,"Cognitive Neuroscience Summer School: ""Journey to the World of the Amazing Brain"""
index.html,60 hours intensive program
index.html,Online lectures + In-person laboratory tours at NBML
index.html,July 2023 (Tir 1402)
index.html,"National Brain Mapping Lab, Tehran, Iran"
index.html,Core Curriculum Modules
index.html,Module 1: Neuroanatomy (12 hours)
index.html,"Dr. Alireza Eftekhari Moghaddam (PhD Anatomical Sciences, Baqiyatallah University of Medical Sciences)"
index.html,General anatomy of the nervous system and its divisions
index.html,"Central nervous system: spinal cord anatomy, meninges, white/gray matter"
index.html,"Brainstem: medulla oblongata, pons, midbrain structures and nuclei"
index.html,Cranial nerves overview
index.html,Fourth ventricle anatomy and CSF flow
index.html,"Cerebellum: surfaces, lobes, nuclei, and blood supply"
index.html,"Cerebral hemispheres: lobes, sulci, and gyri (external, internal, inferior surfaces)"
index.html,Vascular anatomy of the brain
index.html,Module 2: Neurophysiology (4 hours)
index.html,"Dr. Soraya Mehrabi (PhD Neuroscience, Iran University of Medical Sciences)"
index.html,Neurons and glial cells
index.html,Synaptic transmission
index.html,Neurotransmitter types and functions
index.html,Action potentials
index.html,Neuronal excitation and inhibition
index.html,Sensory systems (general and special senses)
index.html,Motor nervous system
index.html,Module 3: Brain Dissection (4 hours)
index.html,In-person practical session with virtual dissection table
index.html,"Dr. Sajjad Shafiei (Neurosurgeon, Mazandaran UMS) & Dr. Alireza Eftekhari Moghaddam"
index.html,Hands-on anatomical demonstration using advanced virtual dissection technology
index.html,Module 4: Psychiatric & Neurological Disorders (36 hours)
index.html,Clinical neuroscience applications and diagnostic technologies
index.html,Six Clinical Topic Areas (6 hours each):
index.html,"1. Neurodevelopmental Disorders in Children (ADHD, ASD, LD)"
index.html,"Dr. Maryam Kachooei (Pediatric Neurology), Dr. Reza Rostami (Psychiatry, Tehran University), Dr. Mahdi Alizadeh Zarei (Occupational Therapy)"
index.html,"2. Anxiety, Depression, Bipolar Disorder, and Schizophrenia"
index.html,"Dr. Fatemeh Sadat Mirfazeli (Psychiatry), Dr. Atefeh Ghanbari (Psychiatry), Dr. Sanaz Khamami (PhD Psychology)"
index.html,3. Addiction and Substance Abuse Disorders
index.html,"Dr. Hamed Ekhtiari (Cognitive Neuroscientist, Laureate Institute), Dr. Tara Rezapour (Cognitive Sciences), Dr. Mohammad Nasiri (Psychiatry Resident)"
index.html,"4. Headache, Seizures, Stroke, and Coma"
index.html,"Dr. Abbas Tafakhori (Neurology, Iran UMS), Dr. Hamed Amirifard (Neurology, Tehran UMS)"
index.html,5. Aging Disorders and Dementia
index.html,"Dr. Nahid Borna (Geriatric Psychiatry Fellowship), Dr. Vajihe Aghamolaei (Neurology, Tehran UMS), Dr. Mahgol Tavakoli (Psychology, Isfahan University)"
index.html,6. Brain Tumors and Neurosurgery (Neurointervention & Neuromonitoring)
index.html,"Dr. Sajjad Shafiei (Neurosurgery, Mazandaran UMS), Dr. Amin Jahanbakhshi (Neurosurgery, Iran UMS), Eng. Peyman Esmaeili (Biomedical Engineering)"
index.html,Clinical Topics Framework (each disorder):
index.html,Definitions and classification
index.html,Predisposing factors (prenatal) and risk factors (postnatal)
index.html,Clinical signs/symptoms and diagnostic tools
index.html,Behavioral changes and brain imaging findings
index.html,Pathophysiology and mechanisms
index.html,"Treatments: psychological, rehabilitation, pharmacological, and novel technologies"
index.html,Latest research findings and diagnostic/therapeutic challenges
index.html,Ethical considerations
index.html,Module 5: Laboratory Tours at NBML (4 hours)
index.html,In-person guided tours of National Brain Mapping Lab facilities
index.html,Three Specialized Lab Tours:
index.html,A) Neuroimaging & Image Processing Lab (1.5 hours)
index.html,"Mandana Sajjadi, PhD (International Relations, Allameh Tabataba'i University)"
index.html,"fMRI, structural MRI equipment and protocols"
index.html,Image processing software and analysis pipelines
index.html,Research applications in cognitive neuroscience
index.html,B) Signal Processing & Electrophysiology Lab (1.5 hours)
index.html,"Payam Khanlari, PhD Candidate (Ergonomics, Tehran UMS)"
index.html,"EEG, MEG, and other electrophysiological recording systems"
index.html,Signal processing techniques and software
index.html,Applications in clinical and research settings
index.html,"C) Brain Stimulation, Cognitive Assessment & Rehabilitation Lab (1.5 hours)"
index.html,"Mohammad Khazaei, PhD Candidate (Sports Psychology, University of Tehran)"
index.html,Transcranial magnetic stimulation (TMS) and tDCS equipment
index.html,Cognitive assessment and rehabilitation tools
index.html,Virtual reality systems for therapeutic applications
index.html,Eye-tracking technology and applications
index.html,Program Statistics & Faculty
index.html,Program Scale
index.html,60 contact hours
index.html,20+ distinguished instructors
index.html,Clinical Topics:
index.html,6 major disorder categories
index.html,Lab Tours:
index.html,3 specialized facilities
index.html,Institutional Affiliations
index.html,Tehran UMS
index.html,- 5 faculty
index.html,Iran UMS
index.html,- 6 faculty
index.html,Other Universities
index.html,- 9 faculty
index.html,International
index.html,- 1 (Laureate Institute)
index.html,Disciplines Covered
index.html,"Neuroanatomy, Neurophysiology, Neurosurgery, Neurology, Psychiatry, Psychology, Occupational Therapy, Biomedical Engineering"
index.html,Foundational Knowledge:
index.html,"Comprehensive understanding of brain anatomy, physiology, and function"
index.html,Clinical Applications:
index.html,"Familiarity with major psychiatric and neurological disorders, their mechanisms, and treatments"
index.html,"Exposure to contemporary neuroimaging, electrophysiology, and brain stimulation techniques"
index.html,Translational Perspective:
index.html,Understanding of how basic neuroscience informs clinical practice and therapeutic innovations
index.html,Hands-On Experience:
index.html,Direct observation of state-of-the-art neuroscience research equipment and protocols
index.html,Facilities include:
index.html,"high-field MRI scanners, EEG/MEG systems, TMS and tDCS equipment, virtual reality platforms, and computational neuroscience infrastructure."
index.html,Personal Impact & Relevance
index.html,"National School of Biotechnology, Iran • January 2025 • 6 Hours Online"
index.html,"Primer Design, RNA Extraction, PCR, RT-PCR, Troubleshooting"
index.html,Certificate:
index.html,Comprehensive Neuroscience Diploma
index.html,NeuroTRACT Association • 2023-2024 • One-Year Intensive Program
index.html,One full year (34 sessions across 3 phases)
index.html,Structure:
index.html,"Basic, Clinical, and Cognitive Neuroscience (Duke Curriculum)"
index.html,International English certificate
index.html,Comprehensive training program
index.html,"Data manipulation, statistical analysis, visualization, machine learning fundamentals"
index.html,National Brain Mapping Lab (NBML) • Summer 2023 • 60 hours
index.html,"Intensive program covering neuroanatomy, neurophysiology, brain dissection, psychiatric/neurological disorders, and hands-on lab tours"
index.html,National Brain Mapping Lab (NBML) • October 2023 • 37 hours
index.html,Application of neuroscience and behavioral science principles to consumer behavior and business decision-making
index.html,"Behavioral economics, neuromarketing, behavioral finance, experience design, strategic leadership"
index.html,Impact on Research Profile
index.html,These professional development programs have strengthened my research capabilities:
index.html,Advanced Genetic Engineering (2025):
index.html,"Latest molecular biology techniques including primer design, RNA extraction, PCR, and real-time PCR - essential for modern neuroscience research involving genetic analysis"
index.html,Comprehensive Neuroscience Foundation:
index.html,"34 sessions covering basic, clinical, and cognitive neuroscience based on Duke University curriculum"
index.html,Advanced Python Skills:
index.html,A+ grade (92%) demonstrating strong quantitative and programming capabilities for data analysis and research
index.html,Hands-on exposure to contemporary neuroimaging and computational approaches
index.html,Interdisciplinary Perspective:
index.html,Training from 30+ distinguished professors across multiple neuroscience domains
index.html,Systematic skill-building preparing for graduate-level neuroscience research
index.html,"These certifications demonstrate continuous learning, technical excellence, and commitment to staying current with neuroscience methods and computational tools - essential qualities for success in graduate research programs."
index.html,"One-year intensive neuroscience diploma spanning foundational, clinical, and cognitive neuroscience, aligned with a Duke-inspired curriculum framework."
index.html,Total Sessions:
index.html,34 lectures
index.html,Topics inspired by Duke University neuroscience curriculum
index.html,Three-Phase Structure
index.html,The diploma is designed in three comprehensive phases delivered over one full academic year (2023-2024) to ensure thorough coverage of each area with adequate time. The phased structure facilitates management and delivery by prominent professors from top universities in Iran and abroad.
index.html,Phase 1: Basic Neuroscience
index.html,13 lectures
index.html,"Foundational scientific principles of neuroscience taught by renowned professors including Prof. Hassanzadeh (TUMS), Prof. Talaei (Shiraz UMS)"
index.html,Phase 2: Clinical Neuroscience
index.html,11 lectures
index.html,"Neurological and psychiatric disorders from medical and clinical perspectives, taught by neurologists and psychiatrists"
index.html,10 lectures
index.html,"Higher-level human cognitive functions, emotional processing, taught by neuroscientists, neurologists, psychiatrists, and psychologists"
index.html,Phase 1: Basic Neuroscience - Detailed Syllabus
index.html,Core Topics (13 Sessions)
index.html,Basic Neuroanatomy
index.html,Neuronal Signaling and Synaptic Transmission
index.html,General Principles of Sensory System
index.html,Visual System
index.html,Audition & Vestibular Sensation
index.html,Chemical Sense
index.html,Movement and Motor Control
index.html,Lower and Upper Motor Neurons
index.html,Modulation of Movement and Motor Control
index.html,Motor Learning
index.html,Neuroembryology
index.html,Neuroplasticity
index.html,Associational Cortex
index.html,Phase 2: Clinical Neuroscience - Detailed Syllabus
index.html,Clinical Topics (11 Sessions)
index.html,Clinical Application of Neuroscience
index.html,Neurodegenerative Diseases and Dementia
index.html,Epilepsy and Seizures
index.html,Altered Mental Status and Brain Death
index.html,Addiction
index.html,Neural Mechanisms of Stroke
index.html,Movement Disorders
index.html,Neurodevelopmental Disorders
index.html,Personality Disorders
index.html,Depression and Mood Disorders
index.html,Speech and Language Disorders
index.html,Cognitive Topics (10 Sessions)
index.html,Abstract Function
index.html,Neural Communication
index.html,Perception
index.html,Development of Language
index.html,Intelligence
index.html,Sleep
index.html,Individual Differences
index.html,Reward and Happiness
index.html,Consciousness
index.html,Instructors were carefully selected from Iran's top universities and prominent Iranian professors at international universities. All faculty are among the best researchers and educators in their specialized fields.
index.html,Tehran University of Medical Sciences (TUMS)
index.html,Prof. Gholamreza Hassanzadeh
index.html,"- Full Professor of Neuroanatomy, Deputy of Health Policy Council"
index.html,Prof. Mohammad Arbabi
index.html,"- Full Professor of Psychiatry, Founder of Neuropsychiatry Fellowship in Iran"
index.html,Dr. Abbas Tafakhori
index.html,"- Associate Professor of Neurology, National Center for Neurological Research"
index.html,Dr. Mojdeh Ghabaee
index.html,- Associate Professor of Neurology
index.html,Dr. Mohammad Effatpanah
index.html,- Associate Professor of Child & Adolescent Psychiatry
index.html,Dr. Payam Sarraf
index.html,Dr. Sakineh Ranji
index.html,- Assistant Professor of Neurology
index.html,Dr. Hamed Amirifard
index.html,Dr. Esmaeil Riahi
index.html,- Associate Professor of Physiology
index.html,Shiraz University of Medical Sciences
index.html,Prof. Masoumeh Hatem
index.html,"- Full Professor of Physiology, Member of European Federation of Neuroscience (FENS)"
